No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,season,datetime,pollution_event
73,2013,3,4,0,32.0,55.0,35.0,55.0,1200.0,29.0,8.9,1018.3,-11.2,0.0,4.5,Spring,2013-03-04 00:00:00,False
74,2013,3,4,1,39.0,54.0,18.0,32.0,1000.0,48.0,7.8,1019.2,-11.0,0.0,2.6,Spring,2013-03-04 01:00:00,False
75,2013,3,4,2,30.0,50.0,9.0,15.0,700.0,68.0,5.7,1019.3,-11.4,0.0,1.5,Spring,2013-03-04 02:00:00,False
76,2013,3,4,3,16.0,26.0,13.0,13.0,500.0,71.0,3.0,1019.8,-12.1,0.0,1.1,Spring,2013-03-04 03:00:00,False
77,2013,3,4,4,3.0,8.0,12.0,16.0,500.0,69.0,4.9,1020.1,-12.6,0.0,2.1,Spring,2013-03-04 04:00:00,False
78,2013,3,4,5,3.0,8.0,5.0,11.0,400.0,77.0,2.2,1020.8,-12.1,0.0,1.0,Spring,2013-03-04 05:00:00,False
79,2013,3,4,6,3.0,9.0,6.0,22.0,500.0,60.0,2.6,1021.5,-12.1,0.0,1.4,Spring,2013-03-04 06:00:00,False
80,2013,3,4,7,9.0,14.0,15.0,53.0,800.0,24.0,5.2,1022.6,-11.9,0.0,1.2,Spring,2013-03-04 07:00:00,False
81,2013,3,4,8,11.0,21.0,15.0,67.0,1399.0,13.0,8.2,1023.2,-12.3,0.0,3.1,Spring,2013-03-04 08:00:00,False
82,2013,3,4,9,15.0,33.0,13.0,32.0,700.0,56.0,9.6,1023.5,-13.6,0.0,1.5,Spring,2013-03-04 09:00:00,False
83,2013,3,4,10,10.0,14.0,6.0,19.0,600.0,72.0,11.1,1023.1,-13.8,0.0,1.4,Spring,2013-03-04 10:00:00,False
84,2013,3,4,11,3.0,9.0,6.0,17.0,500.0,76.0,12.0,1022.5,-13.1,0.0,1.7,Spring,2013-03-04 11:00:00,False
85,2013,3,4,12,3.0,7.0,5.0,15.0,500.0,83.0,13.4,1021.4,-13.6,0.0,3.5,Spring,2013-03-04 12:00:00,False
86,2013,3,4,13,5.0,8.0,6.0,18.0,500.0,83.0,14.4,1020.2,-13.7,0.0,2.9,Spring,2013-03-04 13:00:00,False
87,2013,3,4,14,3.0,9.0,8.0,19.0,500.0,82.0,15.0,1019.1,-14.2,0.0,3.5,Spring,2013-03-04 14:00:00,False
88,2013,3,4,15,3.0,6.0,8.0,19.0,500.0,82.0,16.0,1018.5,-14.5,0.0,3.2,Spring,2013-03-04 15:00:00,False
89,2013,3,4,16,13.0,98.7370263066404,8.0,21.0,500.0,84.0,14.9,1017.9,-13.3,0.0,3.0,Spring,2013-03-04 16:00:00,False
90,2013,3,4,17,8.0,10.0,10.0,32.0,500.0,69.0,12.8,1018.1,-13.3,0.0,1.8,Spring,2013-03-04 17:00:00,False
91,2013,3,4,18,18.0,28.0,7.0,55.0,700.0,50.0,10.6,1018.7,-13.5,0.0,1.6,Spring,2013-03-04 18:00:00,False
92,2013,3,4,19,25.0,47.0,8.0,91.0,900.0,25.0,8.9,1019.1,-12.3,0.0,1.3,Spring,2013-03-04 19:00:00,False
93,2013,3,4,20,37.0,60.0,15.0,103.0,1100.0,10.0,7.5,1019.2,-11.3,0.0,1.5,Spring,2013-03-04 20:00:00,False
94,2013,3,4,21,52.0,84.0,24.0,104.0,1399.0,4.0,7.0,1019.4,-10.3,0.0,1.6,Spring,2013-03-04 21:00:00,False
95,2013,3,4,22,63.0,97.0,30.0,107.0,1500.0,4.0,6.6,1019.0,-10.7,0.0,1.6,Spring,2013-03-04 22:00:00,False
96,2013,3,4,23,72.0,103.0,32.0,103.0,1600.0,84.0,6.2,1018.3,-10.6,0.0,1.6,Spring,2013-03-04 23:00:00,False
97,2013,3,5,0,80.0,100.0,32.0,96.0,1500.0,84.0,4.7,1017.9,-9.9,0.0,1.5,Spring,2013-03-05 00:00:00,False
98,2013,3,5,1,82.0,100.0,28.0,90.0,1800.0,84.0,2.2,1017.4,-9.4,0.0,0.9,Spring,2013-03-05 01:00:00,False
99,2013,3,5,2,93.0,106.0,13.572038687514807,5.0,200.0,84.0,2.2,1017.0,-10.7,0.0,1.7,Spring,2013-03-05 02:00:00,False
100,2013,3,5,3,98.0,116.0,5.0,4.0,1187.0639785927142,84.0,0.5,1016.7,-8.2,0.0,0.2,Spring,2013-03-05 03:00:00,False
101,2013,3,5,4,110.0,133.0,5.0,43.90886473782605,200.0,84.0,0.2,1016.4,-9.0,0.0,1.7,Spring,2013-03-05 04:00:00,True
102,2013,3,5,5,108.0,127.0,5.0,75.0,1500.0,84.0,0.3,1016.3,-7.5,0.0,0.0,Spring,2013-03-05 05:00:00,True
103,2013,3,5,6,104.0,116.0,15.0,72.0,2100.0,84.0,-0.1,1016.3,-8.3,0.0,1.0,Spring,2013-03-05 06:00:00,True
104,2013,3,5,7,100.0,108.0,17.0,68.0,2299.0,84.0,1.7,1016.1,-7.6,0.0,1.0,Spring,2013-03-05 07:00:00,False
105,2013,3,5,8,103.0,111.0,35.0,65.0,2399.0,84.0,5.3,1015.9,-7.9,0.0,1.3,Spring,2013-03-05 08:00:00,True
106,2013,3,5,9,104.0,123.0,75.0,64.0,2200.0,84.0,7.4,1015.4,-7.9,0.0,1.5,Spring,2013-03-05 09:00:00,True
107,2013,3,5,10,114.0,136.0,79.0,70.0,2200.0,84.0,8.3,1014.7,-7.1,0.0,1.4,Spring,2013-03-05 10:00:00,True
108,2013,3,5,11,124.0,150.0,77.0,69.0,1899.0,84.0,10.7,1013.6,-6.6,0.0,1.1,Spring,2013-03-05 11:00:00,True
109,2013,3,5,12,127.0,147.0,76.0,68.0,1800.0,33.0,12.3,1012.3,-7.2,0.0,1.4,Spring,2013-03-05 12:00:00,True
110,2013,3,5,13,129.0,149.0,84.0,78.0,1700.0,84.0,12.2,1010.9,-7.3,0.0,0.6,Spring,2013-03-05 13:00:00,True
111,2013,3,5,14,142.0,154.0,79.0,77.0,1600.0,84.0,13.6,1010.3,-7.8,0.0,1.7,Spring,2013-03-05 14:00:00,True
112,2013,3,5,15,85.0,102.0,60.0,86.0,1500.0,84.0,13.7,1009.8,-7.1,0.0,1.6,Spring,2013-03-05 15:00:00,False
113,2013,3,5,16,3.0,3.0,71.0,118.0,1600.0,69.0,12.9,1009.7,-6.2,0.0,1.0,Spring,2013-03-05 16:00:00,False
114,2013,3,5,17,3.0,74.0,83.0,112.0,2000.0,61.0,12.0,1010.2,-6.5,0.0,1.2,Spring,2013-03-05 17:00:00,False
115,2013,3,5,18,3.0,238.0,86.0,128.0,2100.0,61.0,8.9,1010.7,-5.4,0.0,0.7,Spring,2013-03-05 18:00:00,False
116,2013,3,5,19,154.0,226.0,84.0,140.0,2200.0,61.0,7.3,1011.1,-5.1,0.0,1.3,Spring,2013-03-05 19:00:00,True
117,2013,3,5,20,193.0,234.0,87.0,145.0,2399.0,61.0,4.1,1011.4,-4.1,0.0,1.3,Spring,2013-03-05 20:00:00,True
118,2013,3,5,21,218.0,247.0,101.0,143.0,2799.0,61.0,5.0,1011.3,-5.1,0.0,1.5,Spring,2013-03-05 21:00:00,True
119,2013,3,5,22,249.0,261.0,92.0,134.0,2500.0,61.0,5.3,1011.3,-5.7,0.0,1.4,Spring,2013-03-05 22:00:00,True
120,2013,3,5,23,233.0,239.0,77.0,114.0,2100.0,61.0,4.1,1011.0,-5.7,0.0,1.7,Spring,2013-03-05 23:00:00,True
121,2013,3,6,0,200.0,208.0,79.6824,97.7228,1187.0639785927142,61.0,4.5,1011.1,-5.0,0.0,0.7,Spring,2013-03-06 00:00:00,True
122,2013,3,6,1,163.0,184.0,77.0,104.0,2200.0,61.0,2.9,1010.9,-5.5,0.0,1.0,Spring,2013-03-06 01:00:00,True
123,2013,3,6,2,172.0,173.0,66.0,106.0,2399.0,61.0,4.6,1010.4,-6.0,0.0,1.2,Spring,2013-03-06 02:00:00,True
124,2013,3,6,3,160.0,175.0,61.0,100.0,2200.0,61.0,4.1,1010.2,-5.9,0.0,1.8,Spring,2013-03-06 03:00:00,True
125,2013,3,6,4,146.0,158.0,59.0,94.0,2000.0,61.0,3.7,1009.9,-5.8,0.0,2.1,Spring,2013-03-06 04:00:00,True
126,2013,3,6,5,137.0,144.0,67.0,85.0,1700.0,61.0,3.9,1010.4,-5.9,0.0,1.8,Spring,2013-03-06 05:00:00,True
127,2013,3,6,6,129.0,140.0,73.0,82.0,1800.0,61.0,4.0,1010.9,-5.8,0.0,2.0,Spring,2013-03-06 06:00:00,True
128,2013,3,6,7,128.0,136.0,86.0,82.0,1600.0,61.0,4.5,1011.6,-5.9,0.0,1.9,Spring,2013-03-06 07:00:00,True
129,2013,3,6,8,120.0,132.0,84.0,72.0,1600.0,61.0,5.3,1011.6,-5.7,0.0,2.1,Spring,2013-03-06 08:00:00,True
130,2013,3,6,9,136.0,138.0,94.0,80.0,1800.0,61.0,6.4,1011.6,-5.6,0.0,2.2,Spring,2013-03-06 09:00:00,True
131,2013,3,6,10,143.0,156.0,97.0,79.0,2100.0,61.0,8.4,1011.4,-5.5,0.0,1.7,Spring,2013-03-06 10:00:00,True
132,2013,3,6,11,164.0,174.0,87.108,75.7557,1187.0639785927142,61.0,9.1,1010.5,-5.6,0.0,2.1,Spring,2013-03-06 11:00:00,True
133,2013,3,6,12,160.0,174.0,103.0,87.0,2700.0,61.0,9.7,1009.3,-5.4,0.0,1.7,Spring,2013-03-06 12:00:00,True
134,2013,3,6,13,168.0,186.0,89.0,77.0,1899.0,61.0,10.8,1008.4,-4.9,0.0,0.9,Spring,2013-03-06 13:00:00,True
135,2013,3,6,14,160.0,173.0,84.0,74.0,1800.0,49.0,12.2,1008.0,-4.9,0.0,1.2,Spring,2013-03-06 14:00:00,True
136,2013,3,6,15,161.0,176.0,99.0,86.0,1899.0,49.0,13.1,1008.0,-4.6,0.0,1.2,Spring,2013-03-06 15:00:00,True
137,2013,3,6,16,165.0,191.0,113.0,111.0,2200.0,49.0,12.8,1007.9,-4.8,0.0,0.2,Spring,2013-03-06 16:00:00,True
138,2013,3,6,17,188.0,218.0,125.0,112.0,2200.0,36.0,10.2,1008.4,-3.5,0.0,0.6,Spring,2013-03-06 17:00:00,True
139,2013,3,6,18,201.0,217.0,113.0,113.0,2600.0,26.0,8.1,1009.2,-3.4,0.0,0.0,Spring,2013-03-06 18:00:00,True
140,2013,3,6,19,186.0,217.0,102.0,120.0,2399.0,26.0,5.5,1009.9,-3.3,0.0,0.1,Spring,2013-03-06 19:00:00,True
141,2013,3,6,20,194.0,233.0,86.0,111.0,2899.0,26.0,4.4,1010.3,-3.6,0.0,0.8,Spring,2013-03-06 20:00:00,True
142,2013,3,6,21,203.0,241.0,83.0,116.0,2899.0,26.0,3.4,1010.0,-3.0,0.0,0.1,Spring,2013-03-06 21:00:00,True
143,2013,3,6,22,217.0,245.0,83.0,118.0,3500.0,26.0,3.7,1010.0,-3.1,0.0,0.5,Spring,2013-03-06 22:00:00,True
144,2013,3,6,23,248.0,277.0,74.0,114.0,4500.0,26.0,2.5,1009.9,-2.6,0.0,0.9,Spring,2013-03-06 23:00:00,True
145,2013,3,7,0,299.0,312.0,76.0,117.0,4500.0,26.0,1.2,1009.8,-3.3,0.0,0.0,Spring,2013-03-07 00:00:00,True
146,2013,3,7,1,312.0,320.0,71.0,113.0,4500.0,26.0,1.7,1009.7,-3.6,0.0,0.9,Spring,2013-03-07 01:00:00,True
147,2013,3,7,2,275.0,308.0,71.0,105.0,4500.0,26.0,1.1,1009.2,-3.4,0.0,0.0,Spring,2013-03-07 02:00:00,True
148,2013,3,7,3,278.0,305.0,55.0,99.0,4400.0,26.0,0.1,1009.0,-3.3,0.0,1.9,Spring,2013-03-07 03:00:00,True
149,2013,3,7,4,255.0,290.0,43.0,91.0,3500.0,26.0,0.2,1009.2,-3.4,0.0,0.5,Spring,2013-03-07 04:00:00,True
150,2013,3,7,5,192.0,240.0,39.0,91.0,2500.0,26.0,-0.4,1009.3,-3.8,0.0,0.9,Spring,2013-03-07 05:00:00,True
151,2013,3,7,6,169.0,189.0,42.0,88.0,2500.0,26.0,0.9,1009.1,-3.6,0.0,0.7,Spring,2013-03-07 06:00:00,True
152,2013,3,7,7,151.0,176.0,37.0,74.0,2200.0,26.0,3.1,1009.2,-2.6,0.0,1.7,Spring,2013-03-07 07:00:00,True
153,2013,3,7,8,126.0,149.0,44.0,63.0,2200.0,26.0,6.5,1009.4,-2.2,0.0,1.1,Spring,2013-03-07 08:00:00,True
154,2013,3,7,9,126.0,140.0,98.0,65.0,2100.0,26.0,8.4,1009.0,-2.0,0.0,1.4,Spring,2013-03-07 09:00:00,True
155,2013,3,7,10,157.0,165.0,131.0,104.0,2799.0,26.0,10.5,1008.0,-1.9,0.0,1.0,Spring,2013-03-07 10:00:00,True
156,2013,3,7,11,220.0,227.0,133.0,129.0,3100.0,26.0,14.4,1006.2,-3.0,0.0,2.4,Spring,2013-03-07 11:00:00,True
157,2013,3,7,12,263.0,264.0,134.0,138.0,3200.0,26.0,15.8,1003.9,-2.7,0.0,3.0,Spring,2013-03-07 12:00:00,True
158,2013,3,7,13,272.0,280.0,121.0,156.0,3399.0,41.0,17.3,1002.7,-1.9,0.0,2.6,Spring,2013-03-07 13:00:00,True
159,2013,3,7,14,330.0,335.0,123.0,154.0,3500.0,67.0,17.7,1001.3,-2.1,0.0,1.5,Spring,2013-03-07 14:00:00,True
160,2013,3,7,15,366.0,371.0,112.0,121.0,3100.0,85.0,18.1,1000.3,-2.3,0.0,1.4,Spring,2013-03-07 15:00:00,True
161,2013,3,7,16,259.0,290.0,87.0,110.0,2600.0,91.0,17.4,999.8,-0.8,0.0,1.1,Spring,2013-03-07 16:00:00,True
162,2013,3,7,17,249.0,262.0,93.0,115.0,3100.0,98.0,15.2,999.4,-0.2,0.0,1.2,Spring,2013-03-07 17:00:00,True
163,2013,3,7,18,318.0,328.0,111.0,143.0,4000.0,98.0,13.0,1000.0,0.0,0.0,1.5,Spring,2013-03-07 18:00:00,True
164,2013,3,7,19,404.0,435.0,107.0,183.0,4900.0,43.0,11.2,1000.0,0.6,0.0,0.4,Spring,2013-03-07 19:00:00,True
165,2013,3,7,20,484.0,497.0,110.0,154.0,4599.0,98.0,9.2,1000.2,0.4,0.0,0.4,Spring,2013-03-07 20:00:00,True
166,2013,3,7,21,446.0,486.0,107.0,139.0,4500.0,98.0,6.9,1000.5,0.1,0.0,0.0,Spring,2013-03-07 21:00:00,True
167,2013,3,7,22,425.0,445.0,91.0,159.0,4700.0,98.0,6.4,1000.7,-0.4,0.0,0.9,Spring,2013-03-07 22:00:00,True
168,2013,3,7,23,416.0,425.0,95.0,172.0,4200.0,98.0,5.2,1000.7,-0.6,0.0,1.0,Spring,2013-03-07 23:00:00,True
169,2013,3,8,0,344.0,385.0,96.0,168.0,4099.0,98.0,5.3,1000.6,-1.4,0.0,1.3,Spring,2013-03-08 00:00:00,True
170,2013,3,8,1,386.0,340.0,98.0,111.0,3700.0,98.0,4.5,1000.7,-1.7,0.0,1.1,Spring,2013-03-08 01:00:00,True
171,2013,3,8,2,326.0,352.0,81.0,86.0,3200.0,98.0,3.7,1000.6,-1.7,0.0,1.6,Spring,2013-03-08 02:00:00,True
172,2013,3,8,3,301.0,312.0,76.0,102.0,3299.0,98.0,4.0,1000.3,-2.2,0.0,1.6,Spring,2013-03-08 03:00:00,True
173,2013,3,8,4,335.0,278.0,78.0,107.0,3100.0,98.0,3.2,1001.0,-2.8,0.0,0.5,Spring,2013-03-08 04:00:00,True
174,2013,3,8,5,232.0,249.0,61.0,110.0,3100.0,98.0,1.9,1001.6,-2.8,0.0,0.5,Spring,2013-03-08 05:00:00,True
175,2013,3,8,6,265.0,222.0,40.0,103.0,3100.0,98.0,2.3,1002.3,-2.4,0.0,0.7,Spring,2013-03-08 06:00:00,True
176,2013,3,8,7,263.0,221.0,38.0,96.0,3100.0,98.0,6.8,1002.9,-2.1,0.0,2.0,Spring,2013-03-08 07:00:00,True
177,2013,3,8,8,216.0,223.0,66.0,88.0,3399.0,98.0,10.0,1003.5,-2.0,0.0,2.0,Spring,2013-03-08 08:00:00,True
178,2013,3,8,9,207.0,226.0,96.0,78.0,2700.0,98.0,14.5,1003.4,-2.0,0.0,1.2,Spring,2013-03-08 09:00:00,True
179,2013,3,8,10,174.0,196.0,74.256,62.6165,1187.0639785927142,98.0,16.8,1003.4,-1.4,0.0,2.1,Spring,2013-03-08 10:00:00,True
